,sum,Price
2017-08-23,-0.3351633486014953,453553.0
2017-08-24,-0.34381936621393105,468366.0
2017-08-25,-0.3655624057745165,478010.0
2017-08-26,-0.3686779032499894,514764.0
2017-08-27,-0.3351617135772986,469661.0
2017-08-28,-0.3532903054656181,477876.0
2017-08-29,-0.360828885657224,503658.0
2017-08-30,-0.3236135419234353,505626.0
2017-08-31,-0.3396624677728943,522489.0
2017-09-01,-0.3385509260133843,542277.0
2017-09-02,-0.3651752926529992,499205.0
2017-09-03,-0.380215619438999,509136.0
2017-09-04,-0.3827332123594209,462501.0
2017-09-05,-0.3784676429719103,485331.0
2017-09-06,-0.3784169408676016,500224.0
2017-09-07,-0.3706777801990384,505435.0
2017-09-08,-0.33612326493185896,448511.0
2017-09-09,-0.3860141470667627,443040.0
2017-09-10,-0.3702326584252659,425296.0
2017-09-11,-0.3748917797151943,455000.0
2017-09-12,-0.3491772626840132,448767.0
2017-09-13,-0.3723663397750405,439264.0
2017-09-14,-0.3677052481197963,342929.0
2017-09-15,-0.3799000825391407,411332.0
2017-09-16,-0.3821319449579958,421285.0
2017-09-17,-0.3872643374236313,403502.0
2017-09-18,-0.38241656934460017,455084.0
2017-09-19,-0.3472735193782633,436101.0
2017-09-20,-0.3733294560292812,438642.0
2017-09-21,-0.35864474742076075,415909.0
2017-09-22,-0.3271936327226596,394294.0
2017-09-23,-0.33648380957428764,416338.0
2017-09-24,-0.3418130602902742,414530.0
2017-09-25,-0.36785739579587295,433470.0
2017-09-26,-0.3714293243920703,434942.0
2017-09-27,-0.35337359577734584,476947.0
2017-09-28,-0.3567652806999108,470544.0
2017-09-29,-0.3580882770543565,470316.0
2017-09-30,-0.3776353264407277,489003.0
2017-10-01,-0.3677863775486889,488197.0
2017-10-02,-0.3418488115221663,489139.0
2017-10-03,-0.3487346681485224,487987.0
2017-10-04,-0.3608183447567021,480618.0
2017-10-05,-0.3778779432763388,490673.0
2017-10-06,-0.3579232736559161,487560.0
2017-10-07,-0.3609822430807016,494927.0
2017-10-08,-0.36240359325940097,502668.0
2017-10-09,-0.38327146020418906,521692.0
2017-10-10,-0.37436086463703205,529605.0
2017-10-11,-0.3407799331692081,535745.0
2017-10-12,-0.3415232742430343,603830.0
2017-10-13,-0.3559527526951063,626833.0
2017-10-14,-0.33638271431691263,641376.0
2017-10-15,-0.3640605785832233,640736.0
2017-10-16,-0.3451400092072288,646682.0
2017-10-17,-0.3463311598688675,634682.0
2017-10-18,-0.353308398558886,638945.0
2017-10-19,-0.33098957336352425,639563.0
