,day,sum
736,2018-01-27,-0.003651873682945954
737,2018-01-26,-0.3896100023574684
738,2018-01-25,-0.38820143553513325
739,2018-01-24,-0.38346410402859
740,2018-01-23,-0.3948582420439739
741,2018-01-22,-0.3985423417342086
742,2018-01-21,-0.3957461878613421
743,2018-01-20,-0.39145324825541883
744,2018-01-19,-0.39398504339111184
745,2018-01-18,-0.3953837937991143
746,2018-01-17,-0.3977162543404279
747,2018-01-16,-0.3929866777933334
748,2018-01-15,-0.3882960681914243
749,2018-01-14,-0.3874043870013763
750,2018-01-13,-0.3842712871433342
751,2018-01-12,-0.3818164750782863
752,2018-01-11,-0.38739770657212996
753,2018-01-10,-0.38285496449322387
754,2018-01-09,-0.3786492127040406
755,2018-01-08,-0.37710023258092645
756,2018-01-07,-0.3751386008112943
757,2018-01-06,-0.3651184685462358
758,2018-01-05,-0.370614584621464
759,2018-02-01,-0.3905339719669379
760,2018-01-31,-0.38949814508768954
761,2018-01-30,-0.3847603243075457
762,2018-01-29,-0.3827199399108613
763,2018-03-26,-0.27330212469750503
764,2018-03-25,-0.0007808829075273913
765,2018-03-24,-0.35940935951479147
766,2018-03-23,-0.3741576380988716
767,2018-03-22,-0.3769303552818274
768,2018-03-21,-0.3740143911601472
769,2018-03-20,-0.37961498289887285
770,2018-03-19,-0.3807031117056793
771,2018-03-18,-0.3842715403674575
772,2018-03-17,-0.3841059923918788
773,2018-03-16,-0.37925658719569993
774,2018-03-15,-0.3809130013966562
775,2018-03-14,-0.38739279781153124
776,2018-03-13,-0.38957466463635976
777,2018-03-12,-0.3877881541540495
778,2018-03-11,-0.3857894150457941
779,2018-03-10,-0.38936858694444837
780,2018-03-09,-0.39159496637356306
781,2018-03-08,-0.3857985201908051
782,2018-03-07,-0.38573178304279726
783,2018-03-06,-0.3833068622053124
784,2018-03-05,-0.38115617882753877
785,2018-03-04,-0.387078077624646
786,2018-03-03,-0.38588400872339634
787,2018-03-02,-0.37895803681697665
788,2018-03-01,-0.36268775109147483
789,2018-02-28,-0.37988290134809666
790,2018-02-27,-0.3815433751854438
791,2018-02-26,-0.3824583757388669
792,2018-02-25,-0.38143482337956397
793,2018-02-24,-0.38171281699791354
794,2018-02-23,-0.38570998666880835
795,2018-02-22,-0.3846594824675224
796,2018-02-21,-0.3805891037394244
797,2018-02-20,-0.3758470206350796
798,2018-02-19,-0.3798012256031158
799,2018-02-18,-0.3858473808092946
800,2018-02-17,-0.37880402061603646
801,2018-02-16,-0.37803021481256466
802,2018-02-15,-0.36986011520560086
803,2018-02-14,-0.38239129168624
804,2018-02-13,-0.38798767022927805
805,2018-02-12,-0.37551801715556005
806,2018-02-11,-0.39112766678819255
807,2018-02-10,-0.37861961968242835
808,2018-02-09,-0.38602582857869955
809,2018-02-08,-0.3815085340322691
810,2018-02-07,-0.38568415230523595
811,2018-02-06,-0.3904509679604676
812,2018-02-05,-0.387950531071857
813,2018-02-04,-0.38696828278422857
814,2018-02-03,-0.3865343287475808
815,2018-02-02,-0.38723123104404167
816,2018-05-01,-0.2921554712153214
817,2018-04-30,-0.03707860856592297
818,2018-04-29,-0.03584399738104825
819,2018-04-28,-0.03469079738891017
820,2018-04-27,-11.726483977903236
821,2018-04-26,-0.3715986140637539
822,2018-04-25,-0.3621300964141993
823,2018-04-24,-0.35837589807370523
824,2018-04-23,-0.37080798408539184
825,2018-04-22,-0.3691783704239382
826,2018-04-21,-0.3607469825237413
827,2018-04-20,-0.36580135086631843
828,2018-04-19,-0.37131865036781925
829,2018-04-18,-0.3703263589495533
830,2018-04-17,-0.3649667780607076
831,2018-04-16,-0.3734365107427066
832,2018-04-15,-0.3670320998474814
833,2018-04-14,-0.37418153184543557
834,2018-04-13,-0.36744232249414155
835,2018-04-12,-0.3716019914537973
836,2018-04-11,-0.3761785699817416
837,2018-04-10,-0.37571674781626446
838,2018-04-09,-0.36911501794798424
839,2018-04-08,-0.3794155767529687
840,2018-04-07,-0.3725868939645401
841,2018-04-06,-0.37515960195128495
842,2018-04-05,-0.3771081064304117
843,2018-04-04,-0.3747879610849016
844,2018-04-03,-0.37466335605312895
845,2018-04-02,-0.3742438401873411
846,2018-04-01,-0.3779806352702797
847,2018-03-31,-0.3737085856931579
848,2018-03-30,-0.3820416995801832
849,2018-03-29,-0.3776549201545191
850,2018-03-28,-0.3670301360551015
851,2018-03-27,-0.37831050868123284
852,2018-06-01,-0.3808231480825411
853,2018-05-31,-0.36601566902200916
854,2018-05-30,-0.3657827713219559
855,2018-05-29,-0.3699037509267985
856,2018-05-28,-0.3758544207493353
857,2018-05-27,-0.375402771194481
858,2018-05-26,-0.37022314884553126
859,2018-05-25,-0.37726358599942783
860,2018-05-24,-0.3862274443943873
861,2018-05-23,-0.3899092021141328
862,2018-05-22,-0.37750961364105917
863,2018-05-21,-0.3846013467047346
864,2018-05-20,-0.386925348895468
865,2018-05-19,-0.38802653981329266
866,2018-05-18,-0.3876859136212692
867,2018-05-17,-0.3835157428306266
868,2018-05-16,-0.38706533752831745
869,2018-05-15,-0.37878364339946613
870,2018-05-14,-0.3695129164395408
871,2018-05-13,-0.36273345118024375
872,2018-05-12,-0.3777992213755045
873,2018-05-11,-0.3825235124597916
874,2018-05-10,-0.3759757751778151
875,2018-05-09,-0.37706555198296904
876,2018-05-08,-0.383551789063372
877,2018-05-07,-0.38863161005116714
878,2018-05-06,-0.3815943413944792
879,2018-05-05,-0.3828893253823661
880,2018-05-04,-0.3812729749934679
881,2018-05-03,-0.3843769983751913
882,2018-05-02,-0.38346116877701747
