,day,sum
168,2016-08-17,-0.36525946038258134
169,2016-08-16,-0.3430394756250658
170,2016-08-15,-0.3847934793201572
171,2016-08-14,-0.3570404533480245
172,2016-08-13,-0.36465972721027345
173,2016-08-12,-0.3798149298598934
174,2016-08-11,-0.3732983993989529
175,2016-08-10,-0.34808425789267744
176,2016-08-09,-0.3737702921641589
177,2016-08-08,-0.371126452515841
178,2016-08-07,-0.3849784477584081
179,2016-08-06,-0.3650670974739741
180,2016-08-05,-0.36729679630282397
181,2016-08-04,-0.39107537741757437
182,2016-08-03,-0.38824415359810244
183,2016-08-02,-0.38609320275583786
184,2016-08-01,-0.3756027256736482
185,2016-07-31,-0.3609123111933535
186,2016-07-30,-0.3761527077252867
187,2016-07-29,-0.37771459739213986
188,2016-07-28,-0.37066404065949166
189,2016-07-27,-0.37040457853654374
190,2016-07-26,-0.3708402893045602
191,2016-07-25,-0.38075807769119746
192,2016-07-24,-0.3727375523160359
193,2016-07-23,-0.37925261169336016
194,2016-07-22,-0.37867680606580434
195,2016-07-21,-0.3721653713440276
196,2016-07-20,-0.37330394334685885
197,2016-07-19,-0.36364849291892354
198,2016-07-18,-0.37907110551158835
199,2016-07-17,-0.379039498084632
200,2016-07-16,-0.38525872459164134
201,2016-07-15,-0.3823363525434753
202,2016-07-14,-0.3854196925653299
203,2016-07-13,-0.38174505208946324
204,2016-07-12,-0.3779404884008282
205,2016-07-11,-0.3720147356640375
206,2016-07-10,-0.3800544139127777
207,2016-07-09,-0.35580674469071993
208,2016-07-08,-0.3776679892487528
209,2016-07-07,-0.39441509981416245
210,2016-07-06,-0.3714361813053372
211,2016-07-05,-0.38409552254859003
212,2016-07-04,-0.3561420790278453
213,2016-07-03,-0.38428413071935164
214,2016-07-02,-0.37038797137017765
215,2016-07-01,-0.3905835583151801
216,2016-06-30,-0.37143926101139946
217,2016-06-29,-0.3587605574822117
218,2016-06-28,-0.36488953744284297
219,2016-06-27,-0.37745163333282195
220,2016-06-26,-0.37100038562088883
221,2016-06-25,-0.372434817749828
222,2016-06-24,-0.37183268144504095
223,2016-06-23,-0.40072625845325394
224,2016-06-22,-0.38860101885165416
225,2016-06-21,-0.3612730966910755
226,2016-06-20,-0.39737695751439245
227,2016-06-19,-0.38366958295140613
228,2016-06-18,-0.36529429409361264
229,2016-06-17,-0.3709051875550638
230,2016-06-16,-0.3460248636964861
231,2016-06-15,-0.3694990387407584
232,2016-06-14,-0.3818875556082262
233,2016-06-13,-0.36950028447354566
234,2016-06-12,-0.370671176755531
235,2016-06-11,-0.39822305778514716
236,2016-06-10,-0.3714362050387824
237,2016-06-09,-0.37762333275088533
238,2016-06-08,-0.3750084253338043
239,2016-06-07,-0.3745910167175663
240,2016-06-06,-0.3942122476312463
241,2016-06-05,-0.38395749479759006
242,2016-06-04,-0.3796320627406264
243,2016-06-03,-0.383086807578031
244,2016-06-02,-0.38102157463475206
245,2016-12-31,-0.34059078225183975
246,2016-12-30,-0.3778966883187313
247,2016-12-29,-0.37610837620854076
248,2016-12-28,-0.3567831272486083
249,2016-12-27,-0.37305079542412456
250,2016-12-26,-0.3866351114216505
251,2016-12-25,-0.3704244377581913
252,2016-12-24,-0.3799164570802882
253,2016-12-23,-0.38156964002079763
254,2016-12-22,-0.3605177262415754
255,2016-12-21,-0.39184777127885523
256,2016-12-20,-0.3847467857884189
257,2016-12-19,-0.3690932821011625
258,2016-12-18,-0.3637992430894804
259,2016-12-17,-0.37739096712713843
260,2016-12-16,-0.36121474168584344
261,2016-12-15,-0.3662952311518836
262,2016-12-14,-0.38031264211680005
263,2016-12-13,-0.38085028678238186
264,2016-12-12,-0.3671381332067351
265,2016-12-11,-0.3870283810894946
266,2016-12-10,-0.37687234986620394
267,2016-12-09,-0.3670380929552756
268,2016-12-08,-0.3760247163146765
269,2016-12-07,-0.37024860907090806
270,2016-12-06,-0.394564220114559
271,2016-12-05,-0.3849254054286398
272,2016-12-04,-0.3682995674233426
273,2016-12-03,-0.3817345060615475
274,2016-12-02,-0.35826467945249024
275,2016-12-01,-0.37319074986670164
276,2016-11-30,-0.375777556787911
277,2016-11-29,-0.3562931477516012
278,2016-11-28,-0.3736504646777204
279,2016-11-27,-0.35523757621192464
280,2016-11-26,-0.3651038004368269
281,2016-11-25,-0.3607346277261698
282,2016-11-24,-0.3730805863104207
283,2016-11-23,-0.3733212466319038
284,2016-11-22,-0.38246673905191547
285,2016-11-21,-0.3824665595190524
286,2016-11-20,-0.36476339109907985
287,2016-11-19,-0.36739421253117693
288,2016-11-18,-0.35571456322544176
289,2016-11-17,-0.37421758624047713
290,2016-11-16,-0.3730236030692027
291,2016-11-15,-0.37799006226774945
292,2016-11-14,-0.3600447822496861
293,2016-11-13,-0.3779936367325275
294,2016-11-12,-0.38260096826509266
295,2016-11-11,-0.3680016101143863
296,2016-11-10,-0.3813588293876134
297,2016-11-09,-0.3708458214778031
298,2016-11-08,-0.3739457591688527
299,2016-11-07,-0.379864274293665
300,2016-11-06,-0.38302481605167377
301,2016-11-05,-0.3848382718904175
302,2016-11-04,-0.3874547755220312
303,2016-11-03,-0.37494576369194044
304,2016-11-02,-0.37758148360210464
305,2016-11-01,-0.36210109884399705
306,2016-10-31,-0.3804304128344768
307,2016-10-30,-0.3789837781719801
308,2016-10-29,-0.39025749507642193
309,2016-10-28,-0.3925155347097307
310,2016-10-27,-0.35955123475550266
311,2016-10-26,-0.38821149933375215
312,2016-10-25,-0.3754575424609471
313,2016-10-24,-0.38341566060264903
314,2016-10-23,-0.3760923159743756
315,2016-10-22,-0.3641320473430311
316,2016-10-21,-0.3904857932638669
317,2016-10-20,-0.38411664159808406
318,2016-10-19,-0.3614697155295959
319,2016-10-18,-0.3595694725513286
320,2016-10-17,-0.36400853974461955
321,2016-10-16,-0.3937733968871353
322,2016-10-15,-0.3852798696634216
323,2016-10-14,-0.3829932412814828
324,2016-10-13,-0.36863043856917965
325,2016-10-12,-0.3788779490305655
326,2016-10-11,-0.3755559969598799
327,2016-10-10,-0.37721535378449456
328,2016-10-09,-0.38044547270398266
329,2016-10-08,-0.38779266888543384
330,2016-10-07,-0.368473614835181
331,2016-10-06,-0.3809702613859716
332,2016-10-05,-0.38812538627849225
333,2016-10-04,-0.3757202613830089
334,2016-10-03,-0.3932248704716426
335,2016-10-02,-0.36366922313942235
336,2016-10-01,-0.3777004636786096
337,2016-09-30,-0.3777879204566416
338,2016-09-29,-0.3903972747490366
339,2016-09-28,-0.37221784981232486
340,2016-09-27,-0.38168682239982005
341,2016-09-26,-0.38932817571091305
342,2016-09-25,-0.3927875504395438
343,2016-09-24,-0.39147874170023794
344,2016-09-23,-0.38490689305635867
345,2016-09-22,-0.38535345053728404
346,2016-09-21,-0.37875750823481313
347,2016-09-20,-0.37781632415661426
348,2016-09-19,-0.37045275685357504
349,2016-09-18,-0.3613892329853439
350,2016-09-17,-0.35113235427949874
351,2016-09-16,-0.3390128365317269
352,2016-09-15,-0.36291619913215833
353,2016-09-14,-0.3644446463811427
354,2016-09-13,-0.36353945032019386
355,2016-09-12,-0.3726734346584134
356,2016-09-11,-0.35593457754489033
357,2016-09-10,-0.3519250460604319
358,2016-09-09,-0.38159806316830647
359,2016-09-08,-0.3886654454756486
360,2016-09-07,-0.35654518376409877
361,2016-09-06,-0.3515316945808738
362,2016-09-05,-0.3851394144743345
363,2016-09-04,-0.3643680591915256
364,2016-09-03,-0.3764090616037567
365,2016-09-02,-0.37330854013771886
366,2017-01-28,-0.25981464239098334
367,2017-01-27,-0.0030989098161995723
368,2017-01-26,-0.33850148961296844
369,2017-01-25,-0.33768374871313883
370,2017-01-24,-0.3603146921877084
371,2017-01-23,-0.3483714407298045
372,2017-01-22,-0.33629012071291864
373,2017-01-21,-0.3505034967331578
374,2017-01-20,-0.34816932203123696
375,2017-01-19,-0.35431270456693403
376,2017-01-18,-0.366738949205112
377,2017-01-17,-0.3615710949854905
378,2017-01-16,-0.3498937338789394
379,2017-01-15,-0.34515876073574125
380,2017-01-14,-0.3628342358024686
381,2017-01-13,-0.3740351516711317
382,2017-01-12,-0.38411267335493116
383,2017-01-11,-0.39755233712886445
384,2017-01-10,-0.3759056691462491
385,2017-01-09,-0.3734951616885896
386,2017-01-08,-0.3889919438634377
387,2017-01-07,-0.3693944793077218
388,2017-01-06,-0.38339247565047285
389,2017-01-05,-0.3760717459170554
390,2017-01-04,-0.36414104779080525
391,2017-01-03,-0.36849942936837005
392,2017-01-02,-0.37488745421674424
393,2017-01-01,-0.3761437701839632
394,2017-03-01,-0.26376527070577627
395,2017-02-28,-0.3542175683669174
396,2017-02-27,-0.341196711699825
397,2017-02-26,-0.3500336038193023
398,2017-02-25,-0.34886705498907994
399,2017-02-24,-0.350540770121801
400,2017-02-23,-0.34817575458244776
401,2017-02-22,-0.3429664455546098
402,2017-02-21,-0.36683139660895997
403,2017-02-20,-0.36923226213171284
404,2017-02-19,-0.35289260423490276
405,2017-02-18,-0.35879946590179734
406,2017-02-17,-0.35458352158476764
407,2017-02-16,-0.3529537458649443
408,2017-02-15,-0.34671054820369546
409,2017-02-14,-0.34770132764417283
410,2017-02-13,-0.3509012559354031
411,2017-02-12,-0.339156782669416
412,2017-02-11,-0.35780549645641285
413,2017-02-10,-0.3699598495539537
414,2017-02-09,-0.36124398666571805
415,2017-02-08,-0.3362226977899706
416,2017-02-07,-0.33373347554320365
417,2017-02-06,-0.3294654384735362
418,2017-02-05,-0.3448863617754279
419,2017-02-04,-0.3496322749108653
420,2017-02-03,-0.348417722134253
421,2017-02-02,-0.34050988744072097
422,2017-02-01,-0.3577858271322081
423,2017-01-31,-0.3510039780370512
424,2017-01-30,-0.356406351336449
425,2017-01-29,-0.3501184615878177
426,2017-06-01,-0.28038996717869624
427,2017-05-31,-0.002618150476160144
428,2017-05-30,-0.0034702213492429548
429,2017-05-29,-0.001543652896932459
430,2017-05-28,-0.002730534462241785
431,2017-05-27,-0.004172954117654559
432,2017-05-26,-0.0037145231105541027
433,2017-05-25,-0.00385761846189374
434,2017-05-24,-0.0035031397292281273
435,2017-05-23,-0.0022812799491662163
436,2017-05-22,-0.0026636832320994417
437,2017-05-21,-0.0018574357644091624
438,2017-05-20,-0.004649209026370719
439,2017-05-19,-0.0035621251510193123
440,2017-05-18,-0.0028708306585073094
441,2017-05-17,-0.0015056942995570915
442,2017-05-16,-0.004864814704117452
443,2017-05-15,-0.004302365908390981
444,2017-05-14,-0.001914215256051098
445,2017-05-13,-0.0027263508099121887
446,2017-05-12,-0.0011174470215027325
447,2017-05-11,-0.0011828396781888135
448,2017-05-10,-0.0035558242623284987
449,2017-05-09,-0.003160476830769556
450,2017-05-08,-0.0015550092240871963
451,2017-05-07,-0.004164236439034158
452,2017-05-06,-9.406183182364107e-05
453,2017-05-05,-0.0017228961600739422
454,2017-05-04,-0.002580127420333877
455,2017-05-03,-0.0016249992297786696
456,2017-05-02,-0.004427154773000531
457,2017-05-01,-0.0028846238278875387
458,2017-04-30,-0.0022583983689340387
459,2017-04-29,-0.0011442837691525221
460,2017-04-28,-0.0005011199209019491
461,2017-04-27,-0.0016634705892909427
462,2017-04-26,-0.004309802613042585
463,2017-04-25,-0.002855506866842229
464,2017-04-24,-0.3639600961185445
465,2017-04-23,-0.001817528531404311
466,2017-04-22,-0.3768464669099626
467,2017-04-21,-0.37394132552512044
468,2017-04-20,-0.36929200281442304
469,2017-04-19,-0.37351809974981115
470,2017-04-18,-0.3759033891088012
471,2017-04-17,-0.37108349548543157
472,2017-04-16,-0.39272266755957685
473,2017-04-15,-0.3590691986254804
474,2017-04-14,-0.3729158111544521
475,2017-04-13,-0.3798440936194717
476,2017-04-12,-0.36393083887260624
477,2017-04-11,-0.37412669867356635
478,2017-04-10,-0.3797462699810587
479,2017-04-09,-0.36963742631255303
480,2017-04-08,-0.36186332963086226
481,2017-04-07,-0.3656856988237483
482,2017-04-06,-0.37352447422896984
483,2017-04-05,-0.37313014196867084
484,2017-04-04,-0.35469524814663206
485,2017-04-03,-0.3621013980336967
486,2017-04-02,-0.3530182481561644
487,2017-04-01,-0.3617419468503023
488,2017-03-31,-0.3626722698704026
489,2017-03-30,-0.36006230912887627
490,2017-03-29,-0.3594085601067635
491,2017-03-28,-0.3671795850202879
492,2017-03-27,-0.357146526859831
493,2017-03-26,-0.37775025790342504
494,2017-03-25,-0.3689013252158172
495,2017-03-24,-0.3678108248032294
496,2017-03-23,-0.36244191546131566
497,2017-03-22,-0.3741675291715224
498,2017-03-21,-0.3656231630514631
499,2017-03-20,-0.36141370945071594
500,2017-03-19,-0.36192124402712406
501,2017-03-18,-0.3564760206719633
502,2017-03-17,-0.361391530417476
503,2017-03-16,-0.3584541191186493
504,2017-03-15,-0.34017419123840614
505,2017-03-14,-0.3631984270341613
506,2017-03-13,-0.35693585995851
507,2017-03-12,-0.33830299561880706
508,2017-03-11,-0.35898830456572883
509,2017-03-10,-0.34144051757926175
510,2017-03-09,-0.3403027132438977
511,2017-03-08,-0.360347401666981
512,2017-03-07,-0.35939954133550134
513,2017-03-06,-0.35839211876926313
514,2017-03-05,-0.33996101757055813
515,2017-03-04,-0.3462828902152907
516,2017-03-03,-0.34712344766026604
517,2017-03-02,-0.3236830545511155
518,2017-08-01,-0.314486568413561
519,2017-07-31,-0.37914549532799335
520,2017-07-30,-0.3779772409309208
521,2017-07-29,-0.3585193834254144
522,2017-07-28,-0.38108812529206487
523,2017-07-27,-0.3777671916782745
524,2017-07-26,-0.37379926075341846
525,2017-07-25,-0.0010562160443953448
526,2017-07-24,-0.3822041487614339
527,2017-07-23,-0.3927021297415803
528,2017-07-22,-0.0006090436521611531
529,2017-07-21,-0.37312627418132155
530,2017-07-20,-0.3857998516025317
531,2017-07-19,-0.39846123231236713
532,2017-07-18,-0.38649393048889197
533,2017-07-17,-0.38854072241298654
534,2017-07-16,-0.37670978451288045
535,2017-07-15,-0.38351217839990703
536,2017-07-14,-0.37102643783772726
537,2017-07-13,-0.38098007118071503
538,2017-07-12,-0.3816307801955757
539,2017-07-11,-0.3835198774281978
540,2017-07-10,-0.3740145989640005
541,2017-07-09,-0.3876149100796872
542,2017-07-08,-0.376406407801821
543,2017-07-07,-0.37424671741206017
544,2017-07-06,-0.3819043842643039
545,2017-07-05,-0.36688319417982446
546,2017-07-04,-0.3627196122797994
547,2017-07-03,-0.368993920728595
548,2017-07-02,-0.384153590680433
549,2017-07-01,-0.3700622903347869
550,2017-06-30,-0.3728611045304751
551,2017-06-29,-0.3614568990618261
552,2017-06-28,-0.37327324422057767
553,2017-06-27,-0.37927093402913875
554,2017-06-26,-0.37740558262276835
555,2017-06-25,-0.3825061019437154
556,2017-06-24,-0.37447371582695804
557,2017-06-23,-0.3646485596894879
558,2017-06-22,-0.38107812105608835
559,2017-06-21,-0.35725568690848214
560,2017-06-20,-0.3718825546093909
561,2017-06-19,-0.3650185311376482
562,2017-06-18,-0.37817023319230164
563,2017-06-17,-0.36457422494012687
564,2017-06-16,-0.37224802779580646
565,2017-06-15,-0.3866301054057535
566,2017-06-14,-0.38485527970470634
567,2017-06-13,-0.3876622558663235
568,2017-06-12,-0.38221987337248386
569,2017-06-11,-0.3648157241384909
570,2017-06-10,-0.3825957550111472
571,2017-06-09,-0.3820105610963692
572,2017-06-08,-0.36765652595973664
573,2017-06-07,-0.380672399605793
574,2017-06-06,-0.36921667474307124
575,2017-06-05,-0.37154146901304164
576,2017-06-04,-0.38066229527482476
577,2017-06-03,-0.3746548176109855
578,2017-06-02,-0.3706069702748178
579,2017-09-09,-0.23789232879011635
580,2017-09-08,-0.36925528386678697
581,2017-09-07,-0.3830694289656094
582,2017-09-06,-0.38687690434689104
583,2017-09-05,-0.3853201300457097
584,2017-09-04,-0.3832031449653278
585,2017-09-03,-0.3855300074017069
586,2017-09-02,-0.3698391812459411
587,2017-09-01,-0.35424250470244706
588,2017-08-31,-0.3597794979531287
589,2017-08-30,-0.3556124100642689
590,2017-08-29,-0.37473343372929857
591,2017-08-28,-0.3716963628919645
592,2017-08-27,-0.3574437049329775
593,2017-08-26,-0.3698570142019205
594,2017-08-25,-0.37186435965966136
595,2017-08-24,-0.36286081363187894
596,2017-08-23,-0.35906125158079377
597,2017-08-22,-0.3700267391265088
598,2017-08-21,-0.36747377445029683
599,2017-08-20,-0.37840397629721223
600,2017-08-19,-0.37334977914218553
601,2017-08-18,-0.3756101209924766
602,2017-08-17,-0.38493306223956736
603,2017-08-16,-0.3698361251059747
604,2017-08-15,-0.3764474094874638
605,2017-08-14,-0.37707202453628913
606,2017-08-13,-0.3641618233400799
607,2017-08-12,-0.359848297146328
608,2017-08-11,-0.3596589581914344
609,2017-08-10,-0.3644171941148502
610,2017-08-09,-0.3765304325486866
611,2017-08-08,-0.36146789495539877
612,2017-08-07,-0.36457660892688726
613,2017-08-06,-0.3565817068478716
614,2017-08-05,-0.3542875777498766
615,2017-08-04,-0.36391180727442374
616,2017-08-03,-0.37159612933038927
617,2017-08-02,-0.38043455999760084
618,2017-10-01,-0.25668170952750424
619,2017-09-30,-0.3825497027232076
620,2017-09-29,-0.3727211611216228
621,2017-09-28,-0.37592606798382794
622,2017-09-27,-0.36758117315652
623,2017-09-26,-0.37699243967028734
624,2017-09-25,-0.37758951882299613
625,2017-09-24,-0.3627074100321569
626,2017-09-23,-0.3523217983594994
627,2017-09-22,-0.34516365238257285
628,2017-09-21,-0.36607685447789645
629,2017-09-20,-0.3683275143636185
630,2017-09-19,-0.3752175718715925
631,2017-09-18,-0.3814323606845383
632,2017-09-17,-0.3956646160790605
633,2017-09-16,-0.37970314689476825
634,2017-09-15,-0.3907881355488591
635,2017-09-14,-0.38314740141584175
636,2017-09-13,-0.38206783734010485
637,2017-09-12,-0.3793023668294952
638,2017-09-11,-0.37781286737706166
639,2017-09-10,-0.3762066788669466
640,2017-12-07,-0.33213517828712574
641,2017-12-06,-0.0009818528683127078
642,2017-12-05,-0.37966976792542
643,2017-12-04,-0.37982149737439186
644,2017-12-03,-0.3816284371467336
645,2017-12-02,-0.3825886602734887
646,2017-12-01,-0.37631793271332153
647,2017-11-30,-0.396133111939115
648,2017-11-29,-0.376399324992955
649,2017-11-28,-0.3745118802045741
650,2017-11-27,-0.36851631598284273
651,2017-11-26,-0.35903567247823354
652,2017-11-25,-0.378141011632358
653,2017-11-24,-0.3908236012431124
654,2017-11-23,-0.387252239097413
655,2017-11-22,-0.3905498103438061
656,2017-11-21,-0.38462050360017286
657,2017-11-20,-0.3736700284683826
658,2017-11-19,-0.37086481979460895
659,2017-11-18,-0.38982959379347026
660,2017-11-17,-0.3740995492621332
661,2017-11-16,-0.38211903678869924
662,2017-11-15,-0.3858558988397382
663,2017-11-14,-0.38927366614421044
664,2017-11-13,-0.37320046572645665
665,2017-11-12,-0.38942880525493456
666,2017-11-11,-0.3898168883338162
667,2017-11-10,-0.38885058460941624
668,2017-11-09,-0.380039226740026
669,2017-11-08,-0.3704582213672769
670,2017-11-07,-0.3783983902815084
671,2017-11-06,-0.39260989493582615
672,2017-11-05,-0.3730276280378903
673,2017-11-04,-0.3844015827724
674,2017-11-03,-0.38121618729484713
675,2017-11-02,-0.3736909592141921
676,2017-11-01,-0.3743247161899717
677,2017-10-31,-0.3706519190669581
678,2017-10-30,-0.3800820199095562
679,2017-10-29,-0.39028993324721933
680,2017-10-28,-0.38213673125666003
681,2017-10-27,-0.37500838667819614
682,2017-10-26,-0.3711350088752186
683,2017-10-25,-0.3706839425483038
684,2017-10-24,-0.3691637798760402
685,2017-10-23,-0.37987745325686834
686,2017-10-22,-0.38296480303351554
687,2017-10-21,-0.3640710475531966
688,2017-10-20,-0.35971477682084396
689,2017-10-19,-0.35872824531332137
690,2017-10-18,-0.36693262668072296
691,2017-10-17,-0.37136956244382574
692,2017-10-16,-0.37771457404528974
693,2017-10-15,-0.38093561207770504
694,2017-10-14,-0.3592465719883667
695,2017-10-13,-0.36286733107463554
696,2017-10-12,-0.35199452861555325
697,2017-10-11,-0.36208797765631073
698,2017-10-10,-0.37207410030157295
699,2017-10-09,-0.38058185085450197
700,2017-10-08,-0.3692516052349254
701,2017-10-07,-0.371520119877976
702,2017-10-06,-0.37354698863493707
703,2017-10-05,-0.3792804080922357
704,2017-10-04,-0.3652581439752568
705,2017-10-03,-0.36886052850433504
706,2017-10-02,-0.36594054320089053
707,2017-12-31,-0.3745061716552771
708,2017-12-30,-0.37288524511379384
709,2017-12-29,-0.37084239734891167
710,2017-12-28,-0.38311303388204415
711,2017-12-27,-0.38220774474691754
712,2017-12-26,-0.3824322975877031
713,2017-12-25,-0.3865989566566301
714,2017-12-24,-0.38070638177311855
715,2017-12-23,-0.38913111868163247
716,2017-12-22,-0.38978677802067785
717,2017-12-21,-0.3813025573272653
718,2017-12-20,-0.37620988414523215
719,2017-12-19,-0.3819677117385824
720,2017-12-18,-0.3775576025198819
721,2017-12-17,-0.38101689934473393
722,2017-12-16,-0.3771747132429868
723,2017-12-15,-0.375610601805757
724,2017-12-14,-0.3651835509239587
725,2017-12-13,-0.3767439416913981
726,2017-12-12,-0.38183244806717276
727,2017-12-11,-0.379541282728308
728,2017-12-10,-0.38842495493707685
729,2017-12-09,-0.38230687563777727
730,2017-12-08,-0.3771132785750883
731,2018-01-04,-0.2505869442074396
732,2018-01-03,-0.3692979259547278
733,2018-01-02,-0.37787967954098806
734,2018-01-01,-0.37586387849718134
735,2018-01-28,-0.26210030863642997
